id,recorded,start,end,value
1,1748956810,1714492800,1714924800,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday (Labour Day)""}"
2,1748956810,1715270400,1715356800,"{ ""source"": ""manual entry"",""textual_description"": ""Last day of classes(second term)""}"
3,1748956810,1715356800,1716048000,"{ ""source"": ""manual entry"",""textual_description"": ""Course Examination(second term)""}"
4,1748956810,1716048000,1716134400,"{ ""source"": ""manual entry"",""textual_description"": ""Holiday begins""}"
5,1748956810,1717344000,1717430400,"{ ""source"": ""manual entry"",""textual_description"": ""Summer session begins""}"
6,1748956810,1717948800,1718035200,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday (Dragon Boat Festival""}"
7,1748956810,1718985600,1719244800,"{ ""source"": ""manual entry"",""textual_description"": ""Course examination(summer session)""}"
8,1748956810,1719244800,1719331200,"{ ""source"": ""manual entry"",""textual_description"": ""Summer vacation begins""}"
9,1748956810,1721318400,1721404800,"{ ""source"": ""manual entry"",""textual_description"": ""Last day of classes(summer session)""}"
13,1748956810,1725206400,1725292800,"{ ""source"": ""manual entry"",""textual_description"": ""Begin of first term""}"
14,1748956810,1726243200,1726329600,"{ ""source"": ""manual entry"",""textual_description"": ""make up classes""}"
15,1748956810,1726329600,1726588800,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday (Mid Autumn Festival)""}"
16,1748956810,1727539200,1727625600,"{ ""source"": ""manual entry"",""textual_description"": ""make up classes""}"
17,1748956810,1727712000,1728316800,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday (National Day)""}"
18,1748956810,1728662400,1728748800,"{ ""source"": ""manual entry"",""textual_description"": ""make up classes""}"
19,1748956810,1731686400,1731772800,"{ ""source"": ""manual entry"",""textual_description"": ""graduation ceremony for master degree students""}"
20,1748956810,1734019200,1734105600,"{ ""source"": ""manual entry"",""textual_description"": ""last day of classes(first term)""}"
21,1748956810,1734192000,1734883200,"{ ""source"": ""manual entry"",""textual_description"": ""Course examination(first term)""}"
22,1748956810,1734883200,1736006400,"{ ""source"": ""manual entry"",""textual_description"": ""Public Holiday (Christmas)""}"
